venue,innings,batting_team,bowling_team,batsmen,bowlers,ttr_inn
25,2,5,0,10.8317206,10.37448682,49
25,2,5,0,8.054938385,7.72729232,46
0,1,2,7,10.8289274,10.43782789,30
0,1,2,7,5.383815366,12.93774972,52
0,2,7,2,8.147741108,7.635868741,54
0,2,7,2,13.48572515,10.40180761,44
7,1,2,5,5.413299764,9.582271774,52
7,1,2,5,8.14408204,9.197488969,63
7,2,5,2,10.81269736,5.045303416,46
7,2,5,2,10.74614513,7.808338703,61
7,1,2,0,8.14408204,10.27259944,103
7,1,2,0,8.154846801,12.90703928,67
7,2,0,2,8.091337191,7.665439471,56
7,2,0,2,5.367061321,7.808338703,65
3,1,5,0,10.54104183,10.3446061,45
3,1,5,0,7.901100221,7.774288883,34
3,2,0,5,8.091337191,7.828619068,46
3,2,0,5,8.128085908,10.29282365,41
0,1,1,7,10.83042883,10.15628299,31
0,1,1,7,10.73831607,10.20998857,44
0,2,7,1,5.179939381,10.32779346,38
0,2,7,1,10.63010378,7.757189918,36
6,1,10,9,7.947123115,7.536506412,38
6,1,10,9,7.894927367,7.620984818,33
6,2,9,10,5.446070936,7.741010016,27
6,2,9,10,16.01984725,7.21439078,30
2,1,4,5,7.5587974,10.41068243,44
2,1,4,5,8.086475028,7.768228325,45
2,2,5,4,8.026494074,4.931066117,39
2,2,5,4,7.940068931,9.907085068,51
7,1,7,2,10.63010378,5.025092763,41
7,1,7,2,13.59892179,10.18569629,42
7,2,2,7,10.831611,7.7793803,36
7,2,2,7,10.79643885,7.805332817,30
6,1,1,10,10.82156537,9.468407729,38
6,1,1,10,8.081031429,10.19833068,27
6,2,10,1,10.51132421,7.717366041,35
6,2,10,1,7.823571459,10.16031044,34
25,1,9,3,10.63253,10.17697043,24
25,1,9,3,13.23385544,7.649796864,21
25,2,3,9,8.066361473,7.748456284,56
25,2,3,9,8.042546469,4.968090505,43
5,1,4,0,8.151097554,7.74909854,35
5,1,4,0,10.77042216,10.23797518,34
5,2,0,4,10.78418411,9.804497922,40
5,2,0,4,13.35390086,7.644633978,28
0,1,10,1,7.947123115,10.39019453,40
0,1,10,1,10.7025725,7.743196568,27
0,2,1,10,8.153735221,9.560553952,47
0,2,1,10,5.458315974,14.84222317,49
4,1,7,5,10.63010378,10.42190514,38
4,1,7,5,5.450164397,9.532525684,62
4,2,5,7,10.54104183,7.818888841,46
4,2,5,7,10.14993981,10.38397203,57
1,1,3,2,10.74669699,7.612803728,43
1,1,3,2,7.985058637,7.859360433,45
1,2,2,3,5.413299764,10.17697043,38
1,2,2,3,5.413299764,10.18635531,40
0,1,0,1,8.091337191,10.33250512,44
0,1,0,1,8.154570276,10.39019453,44
0,2,1,0,8.153735221,7.672127361,43
0,2,1,0,8.185857231,7.756356427,61
25,1,4,9,7.5587974,10.29003553,44
25,1,4,9,8.086475028,10.04749608,39
25,2,9,4,8.099515011,9.342474477,64
25,2,9,4,5.373603379,9.375266991,44
2,1,5,10,13.2782863,9.993863047,29
2,1,5,10,7.812540117,10.08459815,29
2,2,10,5,7.947123115,10.38813467,38
2,2,10,5,10.66849271,7.684953025,25
4,1,7,9,5.179939381,12.25851848,48
4,1,7,9,10.63010378,12.20541782,42
4,2,9,7,16.1114002,10.41438506,40
4,2,9,7,7.941994016,10.2805265,49
7,1,1,2,8.153735221,7.699228871,33
7,1,1,2,8.152921173,7.859360433,41
7,2,2,1,10.8289274,10.10938514,31
7,2,2,1,8.140722158,7.431213665,47
5,1,3,4,13.38117426,7.364524618,33
5,1,3,4,10.52169261,10.2289652,35
5,2,4,3,8.151097554,7.684210038,48
5,2,4,3,10.77042216,12.80125252,28
3,1,0,10,5.380374072,9.560553952,48
3,1,0,10,8.091337191,10.14486583,40
3,2,10,0,5.381479699,7.462585004,39
3,2,10,0,13.31852256,7.774288883,39
7,1,9,2,5.428342169,7.748729162,48
7,1,9,2,5.428342169,10.4470714,41
7,2,2,9,10.66271178,7.63463807,38
7,2,2,9,8.105892904,9.305789311,41
1,1,3,0,8.066361473,10.05697755,35
1,1,3,0,10.73977581,7.774288883,43
1,2,0,3,10.76985557,7.665164807,45
1,2,0,3,5.402794249,10.16014788,53
0,1,5,1,7.959715886,10.17288153,43
0,1,5,1,10.48800887,9.859983169,33
0,2,1,5,10.89934777,7.802811805,48
0,2,1,5,5.458315974,10.39854436,55
25,1,10,9,15.78303836,7.748456284,25
25,1,10,9,10.35453825,7.584040557,37
25,2,9,10,10.78414604,7.741010016,41
25,2,9,10,8.005138729,12.93609564,33
5,1,4,7,5.446089595,10.2725784,58
5,1,4,7,7.995092857,10.28677545,51
5,2,7,4,10.63010378,7.275288867,26
5,2,7,4,8.161298048,10.17735625,32
2,1,2,5,8.14408204,10.39854436,39
2,1,2,5,5.42975228,10.03913989,44
2,2,5,2,15.56046319,7.785280956,32
2,2,5,2,7.580169262,10.45595753,36
6,1,3,10,8.029584075,9.560553952,36
6,1,3,10,10.66041901,7.799311678,40
6,2,10,3,7.827945055,7.505597614,33
6,2,10,3,10.29827717,10.0724897,38
0,1,4,1,10.80910895,7.560097673,31
0,1,4,1,8.046966487,7.775055449,43
0,2,1,4,5.404234867,9.925224394,48
0,2,1,4,13.54379208,10.26225995,34
3,1,0,2,5.443607157,7.785280956,47
3,1,0,2,10.68948709,10.46033333,26
3,2,2,0,8.03758186,7.462585004,27
3,2,2,0,13.55402192,15.21047534,29
2,1,7,5,10.86955172,10.25857663,24
2,1,7,5,5.438471147,10.16539365,50
2,2,5,7,5.412359732,7.801947164,60
2,2,5,7,5.412359732,10.33095903,55
1,1,9,3,5.428342169,7.640411984,48
1,1,9,3,8.143509527,7.714543677,43
1,2,3,9,10.68440957,10.09801092,55
1,2,3,9,8.059440299,12.167265,49
7,1,4,2,5.446089595,10.27121791,55
7,1,4,2,10.70010082,7.70058215,48
7,2,2,4,8.14408204,9.658638716,58
7,2,2,4,5.42975228,15.09230203,52
2,1,5,3,10.67555063,7.641806189,40
2,1,5,3,7.959715886,7.564040893,35
2,2,3,5,10.69540495,12.79382077,55
2,2,3,5,8.047810709,7.515430054,38
0,1,1,9,5.404234867,10.11030926,62
0,1,1,9,5.404234867,11.54981485,89
0,2,9,1,13.33193737,10.12357876,43
0,2,9,1,5.2859127,7.775055449,52
3,1,0,7,8.154570276,10.41438506,61
3,1,0,7,10.80660429,7.79274369,32
3,2,7,0,8.141197941,10.00665305,42
3,2,7,0,10.87793605,10.00442017,49
7,1,10,2,13.30300322,7.683506949,40
7,1,10,2,7.376358405,7.670245018,37
7,2,2,10,5.413299764,12.79555183,58
7,2,2,10,10.86917656,12.79555183,29
3,1,3,0,5.39611562,7.462585004,45
3,1,3,0,10.74669699,7.457382125,40
3,2,0,3,10.81066848,7.527613354,45
3,2,0,3,8.0455797,7.538392438,43
5,1,10,4,18.38498815,7.499277003,29
5,1,10,4,7.807981594,10.20261943,45
5,2,4,10,8.151097554,7.741010016,30
5,2,4,10,5.427641882,10.11749965,48
4,1,7,1,8.141197941,10.17288153,52
4,1,7,1,8.159434358,9.907624803,58
4,2,1,7,8.135823632,7.795522623,35
4,2,1,7,15.55010045,7.840132704,43
26,1,5,9,8.013332628,7.645877372,37
26,1,5,9,10.60724241,14.80412604,41
26,2,9,5,5.428342169,10.42190514,43
26,2,9,5,10.62351647,7.805258292,46
7,1,2,0,5.39880773,12.95391464,67
7,1,2,0,8.129590006,10.3881307,47
7,2,0,2,8.098044575,7.699228871,62
7,2,0,2,8.084731824,10.34970206,36
4,1,7,3,8.141197941,5.107657605,36
4,1,7,3,8.159434358,7.714543677,44
4,2,3,7,10.7543537,7.795522623,55
4,2,3,7,10.63009022,7.805332817,41
5,1,1,4,7.63810697,10.05194522,55
5,1,1,4,7.637292922,7.391871361,44
5,2,4,1,8.141113333,10.12918547,45
5,2,4,1,8.140291583,10.31506123,54
25,1,2,9,10.81443537,7.595279858,29
25,1,2,9,5.415627637,10.11892191,39
25,2,9,2,15.97932034,10.40332905,46
25,2,9,2,10.14854172,10.43575414,28
26,1,0,5,8.086392608,10.42190514,37
26,1,0,5,10.59679804,7.779451029,23
26,2,5,0,10.74249742,10.3446061,34
26,2,5,0,5.330137685,12.93343782,44
6,1,7,10,10.86955172,10.31388162,41
6,1,7,10,5.437623743,7.800390671,33
6,2,10,7,7.960259677,10.41877191,36
6,2,10,7,8.016987302,10.16812576,44
7,1,2,3,8.129590006,7.593255798,36
7,1,2,3,8.154846801,7.627393501,55
7,2,3,2,8.005832323,5.197569991,36
7,2,3,2,8.089372085,12.95195967,62
25,1,1,9,5.408782494,9.7375805,30
25,1,1,9,8.14037126,12.20228579,64
25,2,9,1,8.075725139,10.32905458,39
25,2,9,1,13.44621772,10.31228437,49
3,1,4,0,10.79622903,7.044784668,34
3,1,4,0,7.984286886,10.34113414,45
3,2,0,4,8.091337191,7.579531907,48
3,2,0,4,8.086392608,9.944882715,52
6,1,5,10,8.013332628,7.741010016,26
6,1,5,10,12.95053195,15.32703075,29
6,2,10,5,8.034522974,10.34050243,41
6,2,10,5,10.60154593,6.832029647,24
4,1,7,2,5.419387326,7.806731957,32
4,1,7,2,16.30903916,10.1532712,34
4,2,2,7,16.14073846,7.395013099,32
4,2,2,7,13.39554584,7.835745853,22
5,1,9,4,5.428342169,10.00578204,57
5,1,9,4,8.143509527,10.20261943,44
5,2,4,9,5.428463631,7.151687103,53
5,2,4,9,5.428463631,7.620984818,47
1,1,1,3,5.348717539,9.639657248,58
1,1,1,3,8.080306304,9.649042128,50
1,2,3,1,10.71858512,10.12918547,41
1,2,3,1,10.60087385,12.69266656,51
5,1,5,4,10.70023309,10.17785848,42
5,1,5,4,7.986622562,7.606347986,36
5,2,4,5,5.428463631,10.33198166,45
5,2,4,5,5.428463631,8.78379705,52
4,1,7,0,5.419387326,7.668799418,41
4,1,7,0,5.419387326,5.138460595,43
4,2,0,7,8.091337191,10.24292221,38
4,2,0,7,10.70760329,7.670531948,39
6,1,2,10,8.14408204,7.741010016,50
6,1,2,10,5.42975228,10.19132578,61
6,2,10,2,10.73382502,7.683506949,49
6,2,10,2,13.1415662,12.97653886,43
1,1,3,4,8.107922849,7.44235081,37
1,1,3,4,5.415957746,10.00691154,56
1,2,4,3,8.151097554,10.2432254,38
1,2,4,3,8.158739296,12.47363712,55
25,1,0,9,8.091337191,9.471833389,50
25,1,0,9,10.71798342,7.286987022,25
25,2,9,0,10.1478309,10.34336702,34
25,2,9,0,9.957059665,9.824334922,24
2,1,1,5,10.74400723,10.38813467,40
2,1,1,5,5.395289691,10.3746322,42
2,2,5,1,10.74249742,10.13028079,49
2,2,5,1,7.891239069,12.56348493,58
25,1,9,7,10.86366883,7.647425987,36
25,1,9,7,5.435326661,5.218745512,42
25,2,7,9,10.86955172,9.994182235,37
25,2,7,9,8.171150141,9.8234773,26
1,1,10,3,10.70474005,10.25033222,37
1,1,10,3,13.08934693,7.726962723,34
1,2,3,10,8.107922849,7.741010016,41
1,2,3,10,13.30407881,11.93704358,21
5,1,2,4,5.413299764,7.511988969,37
5,1,2,4,8.14408204,9.911088359,49
5,2,4,2,13.50123699,5.063370894,24
5,2,4,2,8.085653279,12.8923942,58
27,1,1,0,8.080306304,7.462585004,22
27,1,1,0,8.185857231,9.848260885,41
27,2,0,1,10.81066848,10.01923114,31
27,2,0,1,8.123141325,10.13866743,38
4,1,10,7,8.040098076,10.41877191,52
4,1,10,7,5.323260353,13.02221623,52
4,2,7,10,8.141197941,7.741010016,39
4,2,7,10,8.160281762,10.11749965,56
0,1,1,3,8.080306304,7.634040802,31
0,1,1,3,5.459130022,7.714543677,38
0,2,3,1,8.034005843,7.765608263,46
0,2,3,1,5.322198614,7.792499339,54
7,1,2,5,5.413299764,12.90987634,47
7,1,2,5,13.57589434,15.36319468,41
7,2,5,2,10.66835505,5.063370894,49
7,2,5,2,13.1204483,7.837909432,35
4,1,7,4,8.022842782,7.579531907,49
4,1,7,4,5.333533923,10.11172351,56
4,2,4,7,13.50123699,5.178522282,29
4,2,4,7,7.929648581,7.835745853,53
27,1,9,0,8.148501472,7.462585004,42
27,1,9,0,5.42258984,9.541273396,52
27,2,0,9,13.41489453,10.13026127,31
27,2,0,9,5.32355734,12.06856072,59
21,1,3,5,5.415957746,10.37218571,53
21,1,3,5,8.034005843,10.39799298,33
21,2,5,3,13.41827576,7.716183639,21
21,2,5,3,7.973461116,10.2583229,46
6,1,10,4,13.20853073,10.06977948,21
6,1,10,4,7.694771936,10.11285302,39
6,2,4,10,5.428463631,7.782402701,33
6,2,4,10,13.52175865,12.7228047,19
0,1,1,2,8.185857231,10.2914213,76
0,1,1,2,8.1220169,5.222149177,30
0,2,2,1,13.55670552,12.78460484,56
0,2,2,1,5.431812303,4.975335288,26
21,1,3,7,10.72597095,10.04253315,35
21,1,3,7,5.329855326,7.826836936,55
21,2,7,3,10.75037169,7.716183639,51
21,2,7,3,10.88965183,7.649796864,27
25,1,9,5,8.148501472,10.38813467,40
25,1,9,5,8.137757198,10.3746322,51
25,2,5,9,10.73147412,10.07379328,47
25,2,5,9,13.10154124,12.6548883,36
6,1,0,10,8.091337191,7.388558001,33
6,1,0,10,10.83308865,9.838873763,32
6,2,10,0,5.446812009,7.729957884,45
6,2,10,0,8.040098076,12.90691808,46
2,1,2,7,5.413299764,10.39638064,47
2,1,2,7,8.14408204,10.38282462,47
2,2,7,2,8.042803884,5.197569991,56
2,2,7,2,10.87793605,7.825895117,49
2,1,10,4,7.992311447,10.20261943,56
2,1,10,4,10.45882601,12.78695066,57
2,2,4,10,8.151097554,7.741010016,44
2,2,4,10,16.04970109,7.586020732,26
3,1,4,7,5.428463631,7.65557806,42
3,1,4,7,13.52175865,7.835745853,45
3,2,7,4,5.320993269,7.511988969,45
3,2,7,4,8.042803884,9.994360321,61
3,1,7,2,8.161298048,13.02346511,73
3,1,7,2,8.094625868,10.4470714,52
3,2,2,7,13.51645636,10.2725784,35
3,2,2,7,16.07648659,10.38397203,25
28,1,0,7,8.155398292,10.27906473,31
28,1,0,7,5.431122422,7.673590372,47
28,2,7,0,8.031679056,10.39509959,32
28,2,7,0,8.061062834,7.793862491,43
29,1,5,1,13.52516048,7.661728468,30
29,1,5,1,8.087070588,7.771038645,31
29,2,1,5,7.638758187,10.1839176,50
29,2,1,5,8.163593846,15.03299288,37
28,1,2,3,5.426940464,10.30451819,70
28,1,2,3,5.426940464,12.75835642,46
28,2,3,2,13.38553051,7.824253323,64
28,2,3,2,5.386538202,7.764523429,56
28,1,10,4,8.172629618,12.79393328,77
28,1,10,4,10.70873644,10.14629335,36
28,2,4,10,10.80709931,7.825481151,30
28,2,4,10,8.104100991,10.19132578,45
30,1,0,5,10.88130992,7.713784915,30
30,1,0,5,8.09734895,10.00194399,52
30,2,5,0,10.80191842,7.781257769,49
30,2,5,0,8.094551443,13.02048817,47
30,1,7,1,13.41905101,10.36763574,72
30,1,7,1,10.50556915,12.80704439,30
30,2,1,7,13.08065275,7.85197294,30
30,2,1,7,5.443564932,10.44320088,36
29,1,4,3,8.084465385,10.30451819,54
29,1,4,3,8.083643635,7.756605684,65
29,2,3,4,10.72632621,10.14179285,39
29,2,3,4,5.310485141,10.29287402,65
28,1,2,5,8.15772274,10.28439755,34
28,1,2,5,8.147622413,9.235662391,56
28,2,5,2,13.52516048,7.525350404,24
28,2,5,2,10.49938516,15.27675216,50
29,1,3,10,5.337179625,10.39942907,43
29,1,3,10,10.72371783,10.1924021,55
29,2,10,3,13.54344607,10.25967248,45
29,2,10,3,10.65534999,12.78824324,39
30,1,2,4,5.426940464,7.740516797,51
30,1,2,4,16.21491846,7.609718982,30
30,2,4,2,10.80709931,7.544513563,38
30,2,4,2,13.41024195,10.24123484,29
29,1,0,1,10.83482619,7.661728468,42
29,1,0,1,10.83563393,10.35196362,49
29,2,1,0,5.281503788,7.82622122,49
29,2,1,0,10.72825991,13.03339763,48
30,1,7,2,10.67853358,10.14548646,31
30,1,7,2,5.367840271,12.69202912,42
30,2,2,7,5.426940464,10.27906473,51
30,2,2,7,10.86529292,10.42233316,35
30,1,10,5,8.161569612,10.28439755,89
30,1,10,5,5.431595326,12.70774334,65
30,2,5,10,5.412430305,10.17686307,44
30,2,5,10,8.079883258,10.20197078,59
28,1,3,0,10.72632621,10.42061377,51
28,1,3,0,10.74894527,10.43105404,43
28,2,0,3,13.56073782,7.778229851,24
28,2,0,3,8.124670816,7.674567227,34
28,1,1,4,10.25520139,10.12347547,50
28,1,1,4,7.132189479,7.546410282,20
28,2,4,1,10.77020712,4.860541628,36
28,2,4,1,8.056735672,10.06337855,25
29,1,7,5,10.70054932,10.1839176,37
29,1,7,5,10.77794393,12.7827081,15
29,2,5,7,5.412430305,10.44746916,31
29,2,5,7,8.11399829,7.673590372,47
29,1,10,2,8.084306996,7.751401752,77
29,1,10,2,10.574893,12.76353456,35
29,2,2,10,5.426940464,7.793047707,47
29,2,2,10,8.15772274,10.40461672,47
30,1,1,3,16.18252838,7.692315222,44
30,1,1,3,8.107475558,12.75835642,36
30,2,3,1,8.037017351,10.25390523,33
30,2,3,1,8.102541546,10.27238863,51
28,1,4,0,8.121847112,7.819911746,41
28,1,4,0,8.158739296,10.38714856,34
28,2,0,4,8.091337191,12.6768035,33
28,2,0,4,8.155398292,7.718254129,40
30,1,10,7,10.87506015,7.824219871,44
30,1,10,7,5.442655333,7.805332817,38
30,2,7,10,13.15563257,10.18398281,32
30,2,7,10,5.439487433,10.19024679,35
27,1,2,0,8.15772274,7.813311763,43
27,1,2,0,8.1735473,10.40664635,59
27,2,0,2,16.23329166,12.76353456,39
27,2,0,2,8.145946636,10.260398,35
4,1,3,7,10.72632621,10.29102353,36
4,1,3,7,5.389146585,10.43429196,57
4,2,7,3,10.35635296,7.778229851,49
4,2,7,3,7.926548842,5.08350262,41
2,1,5,4,8.079883258,15.25244652,46
2,1,5,4,10.7889321,10.13074151,34
2,2,4,5,8.121847112,10.26683426,38
2,2,4,5,8.006917474,10.31010295,48
0,1,10,1,10.87506015,10.21840951,47
0,1,10,1,5.459139075,7.739963271,40
0,2,1,10,10.55617899,7.825481151,36
0,2,1,10,10.54964707,10.17549312,37
2,1,5,2,10.80169387,7.525350404,46
2,1,5,2,5.436140375,10.35237465,49
2,2,2,5,5.426940464,10.26683426,49
2,2,2,5,8.15772274,7.61064228,44
18,1,4,0,5.409197411,10.42090685,50
18,1,4,0,5.39839144,9.876715084,42
18,2,0,4,5.450187502,10.27005613,50
18,2,0,4,5.450187502,7.594381146,49
4,1,7,1,7.627999178,10.21840951,50
4,1,7,1,13.36603627,7.771038645,44
4,2,1,7,8.175967746,10.04082925,64
4,2,1,7,8.185857231,10.43429196,53
2,1,5,0,10.80169387,11.35675806,29
2,1,5,0,8.13770836,10.40145758,56
2,2,0,5,5.450187502,10.09854315,52
2,2,0,5,8.170346805,12.75329151,56
19,1,3,2,10.79450665,7.525350404,38
19,1,3,2,5.386538202,10.22707294,62
19,2,2,3,8.15772274,7.750646329,46
19,2,2,3,13.58783526,10.15213368,53
18,1,10,4,8.145895365,10.23155927,50
18,1,10,4,13.49898287,5.108659719,36
18,2,4,10,13.50249243,7.793047707,37
18,2,4,10,8.089066219,7.750180074,34
0,1,3,1,5.407968446,10.22282985,60
0,1,3,1,13.44091037,12.87563647,56
0,2,1,3,10.63536023,7.778229851,34
0,2,1,3,13.04108431,7.316724984,51
4,1,7,2,7.952715222,4.854069089,42
4,1,7,2,8.122360433,7.839157047,36
4,2,2,7,8.15772274,7.83935258,38
4,2,2,7,8.147622413,7.826836936,47
2,1,5,10,8.060158697,10.34814216,52
2,1,5,10,10.70711806,10.35656144,39
2,2,10,5,10.85176569,12.43902503,44
0,1,1,4,7.730971629,10.15150419,31
0,1,1,4,10.44127743,7.589880645,39
0,2,4,1,5.409197411,10.25390523,45
0,2,4,1,16.21091333,7.64666591,47
19,1,3,0,10.79711503,7.806771948,49
19,1,3,0,8.102541546,9.932887013,47
19,2,0,3,5.450187502,7.789225235,55
19,2,0,3,8.170346805,12.70004619,47
6,1,10,7,8.145895365,12.89804574,39
6,1,10,7,8.145085869,10.41278784,40
6,2,7,10,7.952715222,7.82655747,38
6,2,7,10,5.394006651,12.96078749,59
27,1,4,2,5.171340242,10.07517804,36
27,1,4,2,10.58053765,10.0170514,57
27,2,2,4,10.86529292,10.04999694,48
27,2,2,4,8.041122233,10.05449745,39
0,1,1,5,8.175967746,9.937648444,34
0,1,1,5,8.175153698,9.924040193,58
0,2,5,1,10.77448846,10.14030122,46
0,2,5,1,8.063626137,10.18244767,51
19,1,7,0,10.681069,10.40140906,36
19,1,7,0,5.449339526,10.38322934,34
19,2,0,7,5.450187502,10.44320088,45
19,2,0,7,8.170346805,9.512902993,40
6,1,10,3,5.432404822,5.187165244,55
6,1,10,3,10.85176569,7.293017634,36
6,2,3,10,8.086086923,10.34814216,86
6,2,3,10,10.75662178,10.41526173,70
18,1,4,5,7.900559104,9.92748244,52
18,1,4,5,7.927467067,9.721216813,56
18,2,5,4,10.78543675,10.11885412,34
18,2,5,4,15.76681818,7.536794513,42
6,1,10,0,8.122600902,7.82622122,41
6,1,10,0,8.132851413,12.50696837,53
6,2,0,10,8.170346805,10.18398281,30
6,2,0,10,8.165402223,10.40569304,52
27,1,2,1,10.83805825,10.09784278,39
27,1,2,1,5.411117789,10.2115733,38
27,2,1,2,8.175967746,7.599506852,17
27,2,1,2,5.459130022,10.14396156,49
2,1,5,3,8.103593328,7.505052251,55
2,1,5,3,8.090831553,7.293017634,37
2,2,3,5,5.386249197,7.687050662,66
2,2,3,5,16.13443781,7.691005701,44
18,1,7,4,5.371990911,10.13005202,42
18,1,7,4,5.371990911,12.71343798,54
18,2,4,7,10.72199826,9.882960235,47
18,2,4,7,15.60525801,7.767748774,28
6,1,1,10,10.8911351,10.11319399,25
6,1,1,10,5.446756123,9.883214619,54
6,2,10,1,5.459139075,10.09784278,51
6,2,10,1,5.459139075,10.2115733,47
3,1,2,0,8.15772274,10.3357529,35
3,1,2,0,8.156022955,10.43240509,36
3,2,0,2,5.450187502,10.14548646,52
3,2,0,2,10.82162482,10.31482824,47
1,1,3,7,8.098056426,9.911270146,48
1,1,3,7,13.41760339,7.237921169,49
1,2,7,3,5.371990911,9.98649488,61
1,2,7,3,10.82133044,9.587483861,51
27,1,2,10,8.147622413,10.11319399,60
27,1,2,10,10.84548227,4.893017888,35
27,2,10,2,5.459139075,7.180150343,64
27,2,10,2,8.149335155,9.723564821,53
3,1,0,1,10.88967809,10.12181782,45
3,1,0,1,8.096520933,10.18244767,60
3,2,1,0,8.023796086,7.82622122,36
3,2,1,0,5.296254829,7.801813524,56
4,1,7,5,5.371990911,10.24625857,65
4,1,7,5,8.100344693,7.671998791,55
4,2,5,7,8.103593328,9.969438451,47
4,2,5,7,10.78367847,7.389736497,36
1,1,3,4,8.098056426,10.018494,53
1,1,3,4,8.081890808,7.512054453,50
1,2,4,3,8.121847112,9.969033453,44
1,2,4,3,13.42953455,9.750880849,34
0,1,1,2,12.66347504,10.20265122,34
0,1,1,2,5.446756123,7.767651614,39
0,2,2,1,8.147622413,7.427567994,64
0,2,2,1,8.163446973,9.038981923,32
3,1,10,0,8.149335155,7.819911746,49
3,1,10,0,8.088556282,12.5212774,40
3,2,0,10,8.170346805,7.682574103,49
3,2,0,10,13.42090629,9.959641939,71
4,1,4,7,5.435283624,10.2810454,35
4,1,4,7,5.39839144,10.35433608,55
4,2,7,4,13.45833287,10.30031374,71
4,2,7,4,8.088826015,12.82014173,90
1,1,5,3,10.75781077,7.71345358,44
1,1,5,3,8.061867857,7.456414623,42
1,2,3,5,10.7727874,7.496236146,48
1,2,3,5,5.367475196,7.671998791,53
3,1,0,3,8.170346805,10.19489621,55
3,1,0,3,10.81668024,10.03505383,35
3,2,3,0,8.086086923,10.40140906,46
3,2,3,0,8.086375928,10.45050332,36
17,1,7,2,5.371990911,7.679788457,53
17,1,7,2,8.011477401,7.784726815,46
17,2,2,7,5.416840137,7.677197099,60
17,2,2,7,13.54562843,7.673590372,44
4,1,3,2,5.386249197,7.679788457,70
4,1,3,2,8.075558056,10.31699971,61
4,2,2,3,8.147622413,7.719919623,100
4,2,2,3,5.424388285,10.01287635,40
0,1,3,0,10.73249065,7.82622122,32
0,1,3,0,5.370083579,5.199469941,50
0,2,0,3,8.170346805,7.702458196,59
0,2,0,3,5.43949059,10.09879098,53
31,1,3,0,13.46588341,7.794442761,48
31,1,3,0,7.963078442,10.43928061,43
31,2,0,3,10.87105052,7.665731739,53
31,2,0,3,13.43695675,10.32070415,35
18,1,2,4,10.86529292,12.50777983,39
18,1,2,4,10.82946362,12.65414558,46
18,2,4,2,5.446089595,7.679788457,47
18,2,4,2,5.446089595,10.46250481,65
0,1,7,1,5.38985863,9.985660131,47
0,1,7,1,5.273993803,10.14453386,53
0,2,1,7,8.115228224,10.43090343,33
0,2,1,7,10.90766785,12.99081005,64
2,1,5,0,10.79488382,10.40828458,34
2,1,5,0,8.113877989,12.97813941,47
2,2,0,5,10.87105052,7.19247908,48
2,2,0,5,8.144310874,12.36657882,48
18,1,4,3,5.446089595,7.665731739,43
18,1,4,3,8.090528184,9.868780711,55
18,2,3,4,8.142140332,10.19292945,40
18,2,3,4,8.098345431,12.57605201,48
24,1,10,0,5.459139075,7.71901125,43
24,1,10,0,5.459139075,10.42188331,66
24,2,0,10,8.170346805,12.96303937,49
24,2,0,10,10.82861413,12.64878771,52
0,1,2,1,8.15772274,10.09029512,45
0,1,2,1,8.165146758,7.526773355,60
0,2,1,2,10.48970882,7.679788457,38
0,2,1,2,10.80646696,10.31482824,49
2,1,5,7,8.102036896,10.43090343,45
2,1,5,7,5.407431697,10.37719824,56
2,2,7,5,7.990831526,9.708352924,48
2,2,7,5,10.76881411,7.77833897,41
18,1,4,1,10.84025223,10.21275924,48
18,1,4,1,10.75125093,12.5439737,39
18,2,1,4,8.185857231,10.38151967,49
18,2,1,4,5.458315974,12.90134766,46
3,1,7,0,13.40297986,7.787567243,37
3,1,7,0,5.367840271,10.41347335,32
3,2,0,7,8.170346805,10.29208408,38
3,2,0,7,8.14513889,10.44852971,60
7,1,2,5,10.86529292,7.248746701,59
7,1,2,5,8.123557919,7.714429217,37
7,2,5,2,13.29870047,5.204117268,40
7,2,5,2,5.33952299,7.716983525,44
31,1,4,3,10.83026801,7.68915252,35
31,1,4,3,10.64836062,7.560077247,48
31,2,3,4,10.81947969,10.32822776,51
31,2,3,4,8.073371788,12.74923195,30
3,1,0,1,5.450187502,9.461903136,53
3,1,0,1,8.170346805,10.02158343,34
3,2,1,0,8.180940637,7.596293973,41
3,2,1,0,13.46573937,10.16017761,63
7,1,2,10,5.426940464,10.36815797,49
7,1,2,10,8.15772274,12.45669567,70
7,2,10,2,8.172629618,5.204117268,46
7,2,10,2,8.057850127,7.716983525,49
2,1,5,4,8.102036896,12.64030149,51
2,1,5,4,8.122599055,10.06844714,47
2,2,4,5,8.144526274,7.664164789,42
2,2,4,5,13.4200683,7.738884848,45
4,1,3,7,5.430333103,7.422908796,57
4,1,3,7,13.46327503,7.656890139,42
4,2,7,3,13.40297986,7.665731739,17
4,2,7,3,10.4645802,10.27066786,30
0,1,1,10,8.180940637,7.804878535,43
0,1,1,10,8.180126589,7.530191499,50
0,2,10,1,5.459139075,9.461903136,65
0,2,10,1,10.86371111,10.13089838,49
18,1,7,4,10.74859494,10.2449558,31
18,1,7,4,10.68731486,12.5695064,21
18,2,4,7,8.144526274,7.422908796,42
18,2,4,7,5.431876572,7.420488629,43
31,1,3,5,8.130170829,7.19247908,41
31,1,3,5,5.41584107,10.27796095,51
31,2,5,3,8.102036896,7.665731739,47
31,2,5,3,8.111340542,12.77581784,46
24,1,10,4,10.851148,10.12047349,35
24,1,10,4,5.368714459,10.27298452,40
